year,month,airport,passengers,departures,arrivals
2024,11,IXG,23456,11387,12069
2024,11,IXI,1236,628,608
2024,11,IXJ,130265,63715,66550
2024,11,IXK,3318,1614,1704
2024,11,IXL,63456,33501,29955
2024,11,IXM,89501,44849,44652
2024,11,IXR,234144,118445,115699
2024,11,IXS,43214,21071,22143
2024,11,IXT,940,520,420
2024,11,IXU,64379,32414,31965
2024,11,IXW,780,460,320
2024,11,IXY,4526,2159,2367
2024,11,IXZ,159583,78603,80980
2024,11,JAI,502295,254729,247566
2024,11,JDH,99794,49546,50248
2024,11,JGA,11175,5446,5729
2024,11,JGB,5039,2589,2450
2024,11,JLG,11669,6077,5592
2024,11,JLR,37189,18885,18304
2024,11,JRG,25964,13125,12839
2024,11,JRH,10314,5146,5168
2024,11,JSA,19729,9887,9842
2024,11,KJB,1791,906,885
2024,11,KLH,13389,6654,6735
2024,11,KNU,30402,15497,14905
2024,11,KQH,7962,3860,4102
2024,11,KUU,2699,931,1768
2024,11,LKO,511586,255395,256191
2024,11,LUH,20,6,14
2024,11,MAA,1353263,679997,673266
2024,11,MAQ,26032,12749,13283
2024,11,MYQ,7498,3462,4036
2024,11,MZS,11,11,0
2024,11,NAG,248402,126448,121954
2024,11,NDC,13408,7121,6287
2024,11,NNS,1491,735,756
2024,11,PAB,4161,2275,1886
2024,11,PAT,369039,180492,188547
2024,11,PGH,8460,4190,4270
2024,11,PNQ,888571,439347,449224
2024,11,PYB,1075,557,518
2024,11,REW,89,46,43
2024,11,RJA,35985,18296,17689
2024,11,RPR,232487,120227,112260
2024,11,RQY,12209,6284,5925
2024,11,RRK,3032,1557,1475
2024,11,RUP,2247,1153,1094
2024,11,SAG,67495,32942,34553
2024,11,SDW,621,285,336
2024,11,SHL,9745,4394,5351
2024,11,SLV,2461,985,1476
2024,11,STV,139785,68168,71617
2024,11,SXR,303634,153289,150345
2024,11,SXV,10179,5365,4814
2024,11,TCR,16885,8234,8651
2024,11,TEI,1487,745,742
2024,11,TIR,83453,40551,42902
2024,11,TRV,227961,119358,108603
2024,11,TRZ,45963,23674,22289
2024,11,UDR,154167,76317,77850
2024,11,UKE,256,152,104
2024,11,VDY,3225,1692,1533
2024,11,VGA,119081,60450,58631
2024,11,VNS,379959,190650,189309
2024,11,VSV,14,10,4
2024,11,VTZ,243193,123420,119773
2024,11,ZER,10,5,5
2024,12,AGR,14462,7332,7130
2024,12,AGX,12157,5109,7048
2024,12,AHA,109,47,62
2024,12,AIP,3727,1709,2018
2024,12,AJL,45867,20397,25470
2024,12,AMD,1038976,512550,526426
2024,12,ATQ,222864,113422,109442
2024,12,AYJ,95278,49714,45564
2024,12,BBI,407758,202180,205578
2024,12,BDQ,116863,56207,60656
2024,12,BEK,10527,5347,5180
2024,12,BHJ,15684,7667,8017
2024,12,BHO,148266,74821,73445
2024,12,BHU,7584,3757,3827
2024,12,BKB,549,278,271
2024,12,BLR,3091130,1544163,1546967
2024,12,BOM,3449744,1725994,1723750
2024,12,BUP,2620,1333,1287
2024,12,CCJ,62455,30251,32204
2024,12,CCU,1737662,860137,877525
2024,12,CDP,4569,2354,2215
2024,12,CJB,277843,135286,142557
2024,12,COH,526,263,263
2024,12,COK,549864,263385,286479
2024,12,CWK,16,9,7
2024,12,DBR,58773,30257,28516
2024,12,DED,136027,69701,66326
2024,12,DEL,4947654,2554689,2392965
2024,12,DEP,32705,16567,16138
2024,12,DGH,49902,24458,25444
2024,12,DHM,16074,7422,8652
2024,12,DIB,68072,32884,35188
2024,12,DIU,10427,5195,5232
2024,12,DMU,31841,14879,16962
2024,12,GAU,582138,288285,293853
2024,12,GAY,19976,10621,9355
2024,12,GBI,1604,821,783
2024,12,GDB,2676,1466,1210
2024,12,GOI,698522,341198,357324
2024,12,GOP,86464,43682,42782
2024,12,GOX,367351,179666,187685
2024,12,GWL,31974,16831,15143
2024,12,HBX,33542,16407,17135
2024,12,HDO,9245,4971,4274
2024,12,HGI,14749,6861,7888
2024,12,HJR,10999,5850,5149
2024,12,HRH,24,11,13
2024,12,HSR,103790,50871,52919
2024,12,HYD,2252291,1110245,1142046
2024,12,IDR,348776,174458,174318
2024,12,IMF,113025,54268,58757
2024,12,ISK,31739,15854,15885
2024,12,IXA,127843,63065,64778
2024,12,IXB,268263,133644,134619
2024,12,IXC,354415,177311,177104
2024,12,IXD,57142,29351,27791
2024,12,IXE,146616,71631,74985
2024,12,IXG,27085,12830,14255
2024,12,IXI,1435,707,728
2024,12,IXJ,135215,66053,69162
2024,12,IXK,2264,1025,1239
2024,12,IXL,63220,34224,28996
2024,12,IXM,98918,47110,51808
2024,12,IXR,241906,120762,121144
2024,12,IXS,43598,21202,22396
2024,12,IXT,1288,676,612
2024,12,IXU,63645,30817,32828
2024,12,IXW,936,497,439
2024,12,IXY,4718,2274,2444
2024,12,IXZ,195891,94506,101385
2024,12,JAI,527600,269453,258147
2024,12,JDH,106673,52425,54248
2024,12,JGA,9485,4518,4967
2024,12,JGB,5323,2657,2666
2024,12,JLG,12436,6391,6045
2024,12,JLR,38484,19551,18933
2024,12,JRG,26403,13124,13279
2024,12,JRH,11431,5762,5669
2024,12,JSA,24669,12172,12497
2024,12,KJB,1678,780,898
2024,12,KLH,13341,6614,6727
2024,12,KNU,30639,16090,14549
2024,12,KQH,7966,3679,4287
2024,12,KUU,1602,503,1099
2024,12,LKO,509730,265447,244283
2024,12,MAA,1510938,751856,759082
2024,12,MAQ,38292,17905,20387
2024,12,MYQ,7949,3896,4053
2024,12,NAG,264892,130481,134411
2024,12,NDC,14751,7081,7670
2024,12,NNS,1114,541,573
2024,12,PAB,4410,2275,2135
2024,12,PAT,318676,160372,158304
2024,12,PGH,9001,4500,4501
2024,12,PNQ,938963,466169,472794
2024,12,PNY,3255,1611,1644
2024,12,PYB,1301,650,651
2024,12,REW,224,120,104
2024,12,RJA,50732,23450,27282
2024,12,RPR,239097,118455,120642
2024,12,RQY,14311,7046,7265
2024,12,RRK,3064,1559,1505
2024,12,RUP,1996,982,1014
2024,12,SAG,72024,35347,36677
2024,12,SDW,637,220,417
2024,12,SHL,10091,4713,5378
2024,12,SLV,2077,834,1243
2024,12,STV,148095,71800,76295
2024,12,SXR,321326,163115,158211
2024,12,SXV,10361,5177,5184
2024,12,TCR,18451,8477,9974
2024,12,TEI,3870,1839,2031
2024,12,TIR,100476,48890,51586
2024,12,TRV,248492,122313,126179
2024,12,TRZ,48811,23160,25651
2024,12,UDR,169366,83376,85990
2024,12,UKE,368,205,163
2024,12,VDY,4194,2192,2002
2024,12,VGA,135349,66751,68598
2024,12,VNS,329019,171174,157845
2024,12,VSV,13,8,5
2024,12,VTZ,267293,128786,138507
2024,12,ZER,107,45,62
2025,1,AGR,16332,8136,8196
2025,1,AGX,11829,5229,6600
2025,1,AHA,228,114,114
2025,1,AIP,2748,1431,1317
2025,1,AJL,43376,23954,19422
2025,1,AMD,1072845,541608,531237
2025,1,ATQ,206622,101325,105297
2025,1,AYJ,105571,52666,52905
2025,1,BBI,431746,216294,215452
2025,1,BDQ,118225,58991,59234
2025,1,BEK,9825,4848,4977
2025,1,BHJ,15145,7494,7651
2025,1,BHO,144885,73371,71514
2025,1,BHU,7195,3682,3513
2025,1,BKB,185,83,102
2025,1,BLR,3075406,1525416,1549990
2025,1,BOM,3416689,1718401,1698288
2025,1,BUP,2465,1250,1215
2025,1,CCJ,63386,32176,31210
2025,1,CCU,1691732,840146,851586
2025,1,CDP,5826,3085,2741
2025,1,CJB,272401,137038,135363
2025,1,COH,521,260,261
2025,1,COK,543276,278399,264877
2025,1,DBR,31534,15946,15588
2025,1,DED,123823,60594,63229
2025,1,DEL,4731795,2344515,2387280
2025,1,DEP,31308,15930,15378
2025,1,DGH,47641,23691,23950
2025,1,DHM,13014,6316,6698
2025,1,DIB,63895,31414,32481
2025,1,DIU,10511,5372,5139
2025,1,DMU,34093,19055,15038
2025,1,GAU,555267,279873,275394
2025,1,GAY,18157,8965,9192
2025,1,GBI,1444,812,632
2025,1,GDB,2004,1102,902
2025,1,GOI,673374,344522,328852
2025,1,GOP,93334,46131,47203
2025,1,GOX,393361,201350,192011
2025,1,GWL,24477,12261,12216
2025,1,HBX,31630,15931,15699
2025,1,HDO,7910,3931,3979
2025,1,HGI,14256,7097,7159
2025,1,HJR,10180,5497,4683
2025,1,HSR,107435,53501,53934
2025,1,HYD,2187054,1094368,1092686
2025,1,IDR,354043,178201,175842
2025,1,IMF,108532,54284,54248
2025,1,ISK,31356,15991,15365
2025,1,IXA,118380,57206,61174
2025,1,IXB,252869,127915,124954
2025,1,IXC,326109,160198,165911
2025,1,IXD,122896,59551,63345
2025,1,IXE,151973,76399,75574
2025,1,IXG,26010,13159,12851
2025,1,IXI,1471,766,705
2025,1,IXJ,118439,60131,58308
2025,1,IXK,1826,836,990
2025,1,IXL,56663,31227,25436
2025,1,IXM,106424,52509,53915
2025,1,IXR,232301,116950,115351
2025,1,IXS,39971,19207,20764
2025,1,IXT,1109,642,467
2025,1,IXU,56256,28823,27433
2025,1,IXW,644,361,283
2025,1,IXY,5594,2730,2864
2025,1,IXZ,193494,100785,92709
2025,1,JAI,499103,245734,253369
2025,1,JDH,103429,51520,51909
2025,1,JGA,10318,5060,5258
2025,1,JGB,4050,1936,2114
2025,1,JLG,10044,5219,4825
2025,1,JLR,39015,19659,19356
2025,1,JRG,29934,14874,15060
2025,1,JRH,13421,6695,6726
2025,1,JSA,24998,12655,12343
2025,1,KJB,1953,1002,951
2025,1,KLH,13124,6675,6449
2025,1,KNU,30401,15397,15004
2025,1,KQH,9070,4434,4636
2025,1,KUU,2003,756,1247
2025,1,LKO,500050,248469,251581
2025,1,MAA,1490770,738124,752646
2025,1,MAQ,40438,20516,19922
2025,1,MYQ,8163,3993,4170
2025,1,NAG,254600,128444,126156
2025,1,NDC,13188,6691,6497
2025,1,NNS,878,413,465
2025,1,PAB,3889,2077,1812
2025,1,PAT,301431,148892,152539
2025,1,PGH,7009,3462,3547
2025,1,PNQ,929581,463606,465975
2025,1,PNY,8570,4259,4311
2025,1,PYB,1390,738,652
2025,1,REW,223,116,107
2025,1,RJA,52823,27057,25766
2025,1,RPR,228406,115757,112649
2025,1,RQY,14481,7505,6976
2025,1,RRK,2442,1300,1142
2025,1,RUP,616,342,274
2025,1,SAG,65610,32613,32997
2025,1,SDW,368,141,227
2025,1,SHL,9745,4427,5318
2025,1,SLV,2231,886,1345
2025,1,STV,149658,75403,74255
2025,1,SXR,305197,151480,153717
2025,1,SXV,10925,5640,5285
2025,1,TCR,19776,9772,10004
2025,1,TEI,2214,1019,1195
2025,1,TIR,94180,46254,47926
2025,1,TRV,212955,111219,101736
2025,1,TRZ,49810,23979,25831
2025,1,UDR,165986,84074,81912
2025,1,UKE,305,164,141
2025,1,VDY,3291,1777,1514
2025,1,VGA,126670,65579,61091
2025,1,VNS,317714,158634,159080
2025,1,VTZ,260423,131704,128719
2025,1,ZER,103,60,43
2025,2,AGR,15254,7505,7749
2025,2,AGX,10494,4603,5891
2025,2,AHA,138,84,54
2025,2,AIP,3339,1686,1653
2025,2,AJL,32350,16818,15532
2025,2,AMD,1001242,507533,493709
2025,2,ATQ,216411,104844,111567
2025,2,AYJ,101125,50524,50601
2025,2,BBI,414068,205307,208761
2025,2,BDQ,107783,54611,53172
2025,2,BEK,8956,4490,4466
2025,2,BHJ,20880,10394,10486
2025,2,BHO,144050,72437,71613
2025,2,BHU,5730,2870,2860
2025,2,BKB,2891,1543,1348
2025,2,BLR,2753785,1385015,1368770
2025,2,BOM,3208087,1627794,1580293
2025,2,BUP,2275,1136,1139
2025,2,CCJ,60376,30517,29859
2025,2,CCU,1567866,775994,791872
2025,2,CDP,5304,2915,2389
2025,2,CJB,251495,123594,127901
2025,2,COH,461,229,232
2025,2,COK,458576,231600,226976
2025,2,DBR,39925,19258,20667
2025,2,DED,133757,64898,68859
2025,2,DEL,4759853,2358419,2401434
2025,2,DEP,27466,13624,13842
2025,2,DGH,42212,20253,21959
2025,2,DHM,11592,5608,5984
2025,2,DIB,60850,29664,31186
2025,2,DIU,10101,5105,4996
2025,2,DMU,28107,14774,13333
2025,2,GAU,532595,261749,270846
2025,2,GAY,18894,9509,9385
2025,2,GBI,1236,615,621
2025,2,GDB,2264,1203,1061
2025,2,GOI,599564,303162,296402
2025,2,GOP,87883,42805,45078
2025,2,GOX,339976,172456,167520
2025,2,GWL,26880,13169,13711
2025,2,HBX,30505,15276,15229
2025,2,HDO,8566,4309,4257
2025,2,HGI,11883,5677,6206
2025,2,HJR,9723,5074,4649
2025,2,HSR,92382,46349,46033
2025,2,HYD,2130031,1069305,1060726
2025,2,IDR,346366,173136,173230
2025,2,IMF,103990,53749,50241
2025,2,ISK,30288,15270,15018
2025,2,IXA,109795,54048,55747
2025,2,IXB,240952,117669,123283
2025,2,IXC,329896,161090,168806
2025,2,IXD,463233,229978,233255
2025,2,IXE,140654,69754,70900
2025,2,IXG,25165,12656,12509
2025,2,IXI,1267,658,609
2025,2,IXJ,122045,62002,60043
2025,2,IXK,2251,1030,1221
2025,2,IXL,51110,22855,28255
2025,2,IXM,91378,45184,46194
2025,2,IXR,218377,108151,110226
2025,2,IXS,38266,18563,19703
2025,2,IXT,578,307,271
2025,2,IXU,52660,26700,25960
2025,2,IXW,721,402,319
2025,2,IXY,4181,2099,2082
2025,2,IXZ,150043,75669,74374
2025,2,JAI,496533,244912,251621
2025,2,JDH,96021,47261,48760
2025,2,JGA,9895,4906,4989
2025,2,JGB,3843,1959,1884
2025,2,JLG,7639,3798,3841
2025,2,JLR,36503,18226,18277
2025,2,JRG,27355,13710,13645
2025,2,JRH,10855,5220,5635
2025,2,JSA,23480,11552,11928
2025,2,KJB,1449,717,732
2025,2,KLH,12244,6219,6025
2025,2,KNU,30894,15355,15539
2025,2,KQH,8525,4052,4473
2025,2,KUU,1400,489,911
2025,2,LKO,514602,255513,259089
2025,2,MAA,1379391,700123,679268
2025,2,MAQ,35235,17633,17602
2025,2,MYQ,7324,3509,3815
2025,2,NAG,240755,120720,120035
2025,2,NDC,13485,6802,6683
2025,2,NNS,866,418,448
2025,2,PAB,3970,2084,1886
2025,2,PAT,333858,164136,169722
2025,2,PGH,7481,3735,3746
2025,2,PNQ,835743,419799,415944
2025,2,PNY,7757,3948,3809
2025,2,PYB,1232,617,615
2025,2,REW,186,106,80
2025,2,RJA,45626,23031,22595
2025,2,RPR,224431,112820,111611
2025,2,RQY,11011,5649,5362
2025,2,RRK,2461,1283,1178
2025,2,RUP,194,109,85
2025,2,SAG,54774,27449,27325
2025,2,SHL,7760,3224,4536
2025,2,SLV,2234,888,1346
2025,2,STV,131860,66460,65400
2025,2,SXR,297498,144352,153146
2025,2,SXV,8876,4660,4216
2025,2,TCR,17027,8273,8754
2025,2,TEI,65,36,29
2025,2,TIR,92703,45414,47289
2025,2,TRV,179778,92768,87010
2025,2,TRZ,45347,22759,22588
2025,2,UDR,153589,76968,76621
2025,2,UKE,307,169,138
2025,2,VGA,122404,62752,59652
2025,2,VNS,375751,188156,187595
2025,2,VTZ,240595,120592,120003
2025,2,ZER,71,35,36
2025,3,AGR,17786,8738,9048
2025,3,AGX,11046,4821,6225
2025,3,AHA,147,74,73
2025,3,AIP,3741,1902,1839
2025,3,AJL,40411,20310,20101
2025,3,AMD,1005258,514336,490922
2025,3,ATQ,223526,113518,110008
2025,3,AYJ,121260,58983,62277
2025,3,BBI,442689,218986,223703
2025,3,BDQ,106497,54880,51617
2025,3,BEK,10174,5040,5134
2025,3,BHJ,22865,11359,11506
2025,3,BHO,148094,73327,74767
2025,3,BHU,6264,3239,3025
2025,3,BKB,3303,1742,1561
2025,3,BLR,3045069,1530335,1514734
2025,3,BOM,3249384,1631482,1617902
2025,3,BUP,2265,1134,1131
2025,3,CCJ,60000,30087,29913
2025,3,CCU,1695577,827946,867631
2025,3,CDP,5452,2939,2513
2025,3,CJB,266020,134004,132016
2025,3,COH,528,261,267
2025,3,COK,462206,232284,229922
2025,3,DBR,69031,32563,36468
2025,3,DED,155055,77044,78011
2025,3,DEL,4898530,2478215,2420315
2025,3,DEP,28922,14225,14697
2025,3,DGH,47760,22827,24933
2025,3,DHM,17272,7882,9390
2025,3,DIB,69160,33811,35349
2025,3,DIU,9076,4812,4264
2025,3,DMU,32048,15943,16105
2025,3,GAU,593791,294009,299782
2025,3,GAY,20401,10175,10226
2025,3,GBI,1442,721,721
2025,3,GDB,2632,1415,1217
2025,3,GOI,604013,309843,294170
2025,3,GOP,106523,51360,55163
2025,3,GOX,380088,190641,189447
2025,3,GWL,27552,13518,14034
2025,3,HBX,31310,15687,15623
2025,3,HDO,49099,24646,24453
2025,3,HGI,13673,6561,7112
2025,3,HJR,10399,5794,4605
2025,3,HSR,95018,47739,47279
2025,3,HYD,2149920,1073593,1076327
2025,3,IDR,360531,181106,179425
2025,3,IMF,121333,59155,62178
2025,3,ISK,34080,17242,16838
2025,3,IXA,122144,60517,61627
2025,3,IXB,278753,136622,142131
2025,3,IXC,369839,184949,184890
2025,3,IXD,56014,27666,28348
2025,3,IXE,150089,75226,74863
2025,3,IXG,26042,12956,13086
2025,3,IXI,1558,822,736
2025,3,IXJ,143673,72458,71215
2025,3,IXK,1217,503,714
2025,3,IXL,67129,27006,40123
2025,3,IXM,97539,47362,50177
2025,3,IXR,236815,114444,122371
2025,3,IXS,42055,20238,21817
2025,3,IXT,69,39,30
2025,3,IXU,57110,28793,28317
2025,3,IXW,812,458,354
2025,3,IXY,3667,1783,1884
2025,3,IXZ,161143,81715,79428
2025,3,JAI,474073,238556,235517
2025,3,JDH,95402,46685,48717
2025,3,JGA,10098,4997,5101
2025,3,JGB,5083,2536,2547
2025,3,JLG,7239,3530,3709
2025,3,JLR,40120,20290,19830
2025,3,JRG,38176,19093,19083
2025,3,JRH,12694,6073,6621
2025,3,JSA,9225,4615,4610
2025,3,KJB,1653,808,845
2025,3,KLH,13549,6415,7134
2025,3,KNU,31891,15792,16099
2025,3,KQH,9859,4746,5113
2025,3,KUU,2233,791,1442
2025,3,LKO,432749,211573,221176
2025,3,LUH,113,42,71
2025,3,MAA,1425035,719447,705588
2025,3,MAQ,32709,15668,17041
2025,3,MYQ,7491,3476,4015
2025,3,NAG,236116,116569,119547
2025,3,NDC,14768,7458,7310
2025,3,NNS,1182,538,644
2025,3,PAB,4289,2297,1992
2025,3,PAT,378500,181264,197236
2025,3,PBD,55,17,38
2025,3,PGH,8040,3959,4081
2025,3,PNQ,906256,453345,452911
2025,3,PNY,8372,4189,4183
2025,3,PYB,1363,700,663
2025,3,REW,163,89,74
2025,3,RJA,48480,23802,24678
2025,3,RPR,234245,117829,116416
2025,3,RQY,12396,6229,6167
2025,3,RRK,2435,1329,1106
2025,3,RUP,763,362,401
2025,3,SAG,67493,33577,33916
2025,3,SHL,8093,3471,4622
2025,3,SLV,2481,988,1493
2025,3,STV,138158,68241,69917
2025,3,SXR,354177,168760,185417
2025,3,SXV,10721,5635,5086
2025,3,TCR,19939,9382,10557
2025,3,TEI,80,40,40
2025,3,TIR,108227,53001,55226
2025,3,TRV,188896,97067,91829
2025,3,TRZ,53429,25850,27579
2025,3,UDR,147219,73639,73580
2025,3,UKE,289,157,132
2025,3,VDY,1857,963,894
2025,3,VGA,123161,62727,60434
2025,3,VNS,409759,204634,205125
2025,3,VTZ,248649,122611,126038
2025,3,ZER,32,19,13
2025,4,AGR,21685,10361,11324
2025,4,AGX,11549,4969,6580
2025,4,AHA,204,106,98
2025,4,AIP,3264,1621,1643
2025,4,AJL,37279,18094,19185
2025,4,AMD,983585,489528,494057
2025,4,ATQ,184709,93308,91401
2025,4,AVR,544,259,285
2025,4,AYJ,108504,52291,56213
2025,4,BBI,448002,216602,231400
2025,4,BDQ,102552,52881,49671
2025,4,BEK,10103,4954,5149
2025,4,BHJ,22929,11163,11766
2025,4,BHO,128927,63510,65417
2025,4,BHU,6570,3080,3490
2025,4,BKB,4183,1970,2213
2025,4,BLR,3115810,1593267,1522543
2025,4,BOM,3193657,1634934,1558723
2025,4,BUP,1686,818,868
2025,4,CCJ,76282,38155,38127
2025,4,CCU,1611364,789373,821991
2025,4,CDP,5581,3150,2431
2025,4,CJB,282452,142079,140373
2025,4,COH,517,253,264
2025,4,COK,514878,255137,259741
2025,4,DBR,59467,28626,30841
2025,4,DED,185445,87078,98367
2025,4,DEL,4680387,2330050,2350337
2025,4,DEP,36016,17352,18664
2025,4,DGH,46027,21392,24635
2025,4,DHM,20553,9060,11493
2025,4,DIB,68886,32951,35935
2025,4,DIU,8669,4434,4235
2025,4,DMU,32135,15612,16523
2025,4,GAU,582561,286956,295605
2025,4,GAY,18839,9251,9588
2025,4,GBI,2189,1070,1119
2025,4,GDB,3224,1686,1538
2025,4,GOI,520806,261806,259000
2025,4,GOP,102867,49520,53347
2025,4,GOX,344289,175239,169050
2025,4,GWL,29297,13900,15397
2025,4,HBX,33295,16854,16441
2025,4,HDO,64585,32030,32555
2025,4,HGI,15661,7639,8022
2025,4,HSR,93797,44693,49104
2025,4,HSS,716,437,279
2025,4,HYD,2203262,1117985,1085277
2025,4,IDR,354985,175138,179847
2025,4,IMF,113594,58764,54830
2025,4,ISK,36055,18286,17769
2025,4,IXA,136590,64574,72016
2025,4,IXB,303463,148214,155249
2025,4,IXC,365978,178998,186980
2025,4,IXD,48824,23553,25271
2025,4,IXE,156083,76559,79524
2025,4,IXG,25536,13093,12443
2025,4,IXI,1281,616,665
2025,4,IXJ,150219,75871,74348
2025,4,IXK,610,282,328
2025,4,IXL,98804,45118,53686
2025,4,IXM,95310,46807,48503
2025,4,IXR,241477,115620,125857
2025,4,IXS,37404,18781,18623
2025,4,IXT,9,5,4
2025,4,IXU,53330,27280,26050
2025,4,IXW,767,424,343
2025,4,IXX,1402,704,698
2025,4,IXY,2511,1125,1386
2025,4,IXZ,131687,69609,62078
2025,4,JAI,340301,168301,172000
2025,4,JDH,75009,35316,39693
2025,4,JGA,9440,4579,4861
2025,4,JGB,5666,2753,2913
2025,4,JLG,10785,5196,5589
2025,4,JLR,44712,21563,23149
2025,4,JRG,39852,19334,20518
2025,4,JRH,10585,5277,5308
2025,4,KJB,1674,848,826
2025,4,KLH,12858,5881,6977
2025,4,KNU,35390,16892,18498
2025,4,KQH,9500,4392,5108
2025,4,KUU,2771,1014,1757
2025,4,LKO,428446,201647,226799
2025,4,LUH,189,102,87
2025,4,MAA,1442338,733526,708812
2025,4,MAQ,43999,20866,23133
2025,4,MYQ,7361,3452,3909
2025,4,NAG,224441,110747,113694
2025,4,NDC,14160,7228,6932
2025,4,NNS,1188,543,645
2025,4,PAB,3987,2119,1868
2025,4,PAT,383466,178725,204741
2025,4,PBD,752,351,401
2025,4,PGH,7061,3452,3609
2025,4,PNQ,911355,464772,446583
2025,4,PNY,7872,3946,3926
2025,4,PYB,1262,646,616
2025,4,REW,185,80,105
2025,4,RJA,48569,24175,24394
2025,4,RPR,241221,119729,121492
2025,4,RQY,14111,7638,6473
2025,4,RRK,3046,1579,1467
2025,4,RUP,361,225,136
2025,4,SAG,63512,32484,31028
2025,4,SDW,906,392,514
2025,4,SHL,7521,3157,4364
2025,4,SLV,2366,906,1460
2025,4,STV,133647,65902,67745
2025,4,SXR,442502,232443,210059
2025,4,SXV,10828,5606,5222
2025,4,TCR,23598,11121,12477
2025,4,TEI,953,435,518
2025,4,TIR,102731,51055,51676
2025,4,TRV,209381,105104,104277
2025,4,TRZ,66307,32201,34106
2025,4,UDR,114591,55279,59312
2025,4,UKE,340,186,154
2025,4,VDY,1690,866,824
2025,4,VGA,103908,54046,49862
2025,4,VNS,337399,162182,175217
2025,4,VTZ,237504,117488,120016
2025,4,ZER,71,36,35
2025,5,AGR,22039,11760,10279
2025,5,AGX,10504,4622,5882
2025,5,AHA,485,224,261
2025,5,AIP,2401,1167,1234
2025,5,AJL,36081,17562,18519
2025,5,AMD,981920,514209,467711
2025,5,ATQ,94700,48858,45842
2025,5,AVR,939,460,479
2025,5,AYJ,97392,48945,48447
2025,5,BBI,456829,229365,227464
2025,5,BDQ,104538,55408,49130
2025,5,BEK,10493,5280,5213
2025,5,BHJ,18113,9255,8858
2025,5,BHO,132165,66712,65453
2025,5,BHU,5080,2679,2401
2025,5,BKB,2786,1416,1370
2025,5,BLR,3187463,1526187,1661276
2025,5,BOM,3178186,1621909,1556277
2025,5,BUP,873,430,443
2025,5,CCJ,74209,35737,38472
2025,5,CCU,1564699,760295,804404
2025,5,CDP,6165,3095,3070
2025,5,CJB,299871,145960,153911
2025,5,COH,517,257,260
2025,5,COK,541501,260753,280748
2025,5,DBR,66293,32544,33749
2025,5,DED,198200,99244,98956
2025,5,DEL,4384693,2287081,2097612
2025,5,DEP,36771,18153,18618
2025,5,DGH,50607,24514,26093
2025,5,DHM,13495,5677,7818
2025,5,DIB,65485,31140,34345
2025,5,DIU,9734,4630,5104
2025,5,DMU,31389,15006,16383
2025,5,DPP,24,15,9
2025,5,GAU,580077,285461,294616
2025,5,GAY,18666,9296,9370
2025,5,GBI,3681,2464,1217
2025,5,GDB,3109,1772,1337
2025,5,GOI,502143,247141,255002
2025,5,GOP,105304,51834,53470
2025,5,GOX,411890,203275,208615
2025,5,GWL,24937,12816,12121
2025,5,HBX,30985,14744,16241
2025,5,HDO,48821,26254,22567
2025,5,HGI,15476,7290,8186
2025,5,HJR,14,7,7
2025,5,HSR,69716,35684,34032
2025,5,HSS,642,391,251
2025,5,HYD,2317811,1146834,1170977
2025,5,IDR,354686,183156,171530
2025,5,IMF,111089,52343,58746
2025,5,ISK,37536,18882,18654
2025,5,IXA,137655,67616,70039
2025,5,IXB,349637,169944,179693
2025,5,IXC,236189,115673,120516
2025,5,IXD,55900,27508,28392
2025,5,IXE,161646,80843,80803
2025,5,IXG,27435,13740,13695
2025,5,IXI,1086,555,531
2025,5,IXJ,68561,34879,33682
2025,5,IXK,315,151,164
2025,5,IXL,67961,30096,37865
2025,5,IXM,101723,48207,53516
2025,5,IXR,252263,125022,127241
2025,5,IXS,36461,18343,18118
2025,5,IXT,19,7,12
2025,5,IXU,52672,26580,26092
2025,5,IXW,709,386,323
2025,5,IXX,2343,1216,1127
2025,5,IXY,1278,653,625
2025,5,IXZ,136925,72143,64782
2025,5,JAI,336746,178261,158485
2025,5,JDH,53963,28146,25817
2025,5,JGA,6116,2931,3185
2025,5,JGB,5516,2681,2835
2025,5,JLG,12146,6008,6138
2025,5,JLR,46718,23677,23041
2025,5,JRG,40498,19956,20542
2025,5,JRH,10078,4919,5159
2025,5,KJB,1946,951,995
2025,5,KLH,15622,7620,8002
2025,5,KNU,34947,18101,16846
2025,5,KQH,8398,4116,4282
2025,5,KUU,1428,473,955
2025,5,LKO,406883,204373,202510
2025,5,LUH,97,50,47
2025,5,MAA,1478388,728796,749592
2025,5,MAQ,46513,21025,25488
2025,5,MYQ,7437,3401,4036
2025,5,NAG,240809,120877,119932
2025,5,NDC,15190,7257,7933
2025,5,NNS,1518,635,883
2025,5,PAB,3853,2038,1815
2025,5,PAT,401057,195423,205634
2025,5,PBD,740,366,374
2025,5,PGH,7574,3526,4048
2025,5,PNQ,912397,455862,456535
2025,5,PNY,8072,4106,3966
2025,5,PYB,1255,628,627
2025,5,REW,328,158,170
2025,5,RJA,54404,26901,27503
2025,5,RPR,260235,132196,128039
2025,5,RQY,14106,7288,6818
2025,5,RRK,2190,1084,1106
2025,5,RUP,330,191,139
2025,5,SAG,59458,30958,28500
2025,5,SDW,1977,919,1058
2025,5,SHL,7349,3016,4333
2025,5,SLV,1415,530,885
2025,5,STV,144582,75064,69518
2025,5,SXR,143404,63953,79451
2025,5,SXV,11610,5918,5692
2025,5,TCR,28456,13248,15208
2025,5,TEI,750,394,356
2025,5,TIR,104889,50911,53978
