year,month,airport,passengers,departures,arrivals
2018,10,PNY,7289,3492,3797
2018,10,PYG,2985,1404,1581
2018,10,RAJ,30153,14953,15200
2018,10,RJA,41062,20736,20326
2018,10,RPR,164374,80218,84156
2018,10,SAG,16068,8184,7884
2018,10,SHL,1267,589,678
2018,10,SLV,470,140,330
2018,10,STV,107547,55407,52140
2018,10,SXR,218095,115917,102178
2018,10,SXV,3414,1699,1715
2018,10,TCR,19857,9702,10155
2018,10,TEZ,50,25,25
2018,10,TIR,65976,33395,32581
2018,10,TRV,151197,74504,76693
2018,10,TRZ,30441,14669,15772
2018,10,UDR,105268,53516,51752
2018,10,VDY,6869,3440,3429
2018,10,VGA,90622,45956,44666
2018,10,VNS,213540,100452,113088
2018,10,VTZ,240543,119431,121112
2018,11,AGR,1930,777,1153
2018,11,AGX,2552,2510,42
2018,11,AIP,4608,2289,2319
2018,11,AJL,19372,9497,9875
2018,11,AMD,842281,420705,421576
2018,11,ATQ,145510,71518,73992
2018,11,BBI,329154,163503,165651
2018,11,BDQ,106092,53094,52998
2018,11,BHJ,18014,8390,9624
2018,11,BHO,63541,30207,33334
2018,11,BHU,3202,1597,1605
2018,11,BKB,5282,2593,2689
2018,11,BLR,2422108,1207569,1214539
2018,11,BOM,2891335,1463442,1427893
2018,11,BUP,2973,1491,1482
2018,11,CCJ,48091,24138,23953
2018,11,CCU,1618853,782118,836735
2018,11,CDP,9215,4690,4525
2018,11,CJB,240100,116589,123511
2018,11,COK,457486,224628,232858
2018,11,DED,102269,52008,50261
2018,11,DEL,4078070,2072001,2006069
2018,11,DGH,4066,1964,2102
2018,11,DHM,9675,4554,5121
2018,11,DIB,30057,15200,14857
2018,11,DIU,1763,866,897
2018,11,DMU,14546,7131,7415
2018,11,GAU,524754,255697,269057
2018,11,GAY,6526,3325,3201
2018,11,GOI,681230,335794,345436
2018,11,GOP,23637,11457,12180
2018,11,GWL,1623,0,1623
2018,11,HBX,51699,26064,25635
2018,11,HJR,8153,4690,3463
2018,11,HYD,1559026,777653,781373
2018,11,IDR,270725,136511,134214
2018,11,IMF,107366,53920,53446
2018,11,ISK,3267,1525,1742
2018,11,IXA,94871,50286,44585
2018,11,IXB,264173,133126,131047
2018,11,IXC,181592,89372,92220
2018,11,IXD,12332,6343,5989
2018,11,IXE,116452,57314,59138
2018,11,IXG,5041,2509,2532
2018,11,IXI,460,460,0
2018,11,IXJ,117682,53204,64478
2018,11,IXL,40318,23735,16583
2018,11,IXM,92511,45647,46864
2018,11,IXP,1152,579,573
2018,11,IXR,184482,93102,91380
2018,11,IXS,33529,16386,17143
2018,11,IXU,31056,15897,15159
2018,11,IXY,4653,2314,2339
2018,11,IXZ,157537,78105,79432
2018,11,JAI,391439,195787,195652
2018,11,JDH,50122,24527,25595
2018,11,JGA,6975,3329,3646
2018,11,JLR,19771,9820,9951
2018,11,JRH,15386,7606,7780
2018,11,JSA,23075,11403,11672
2018,11,KNU,23553,11813,11740
2018,11,KQH,4494,2247,2247
2018,11,KUU,2105,794,1311
2018,11,LKO,373135,181917,191218
2018,11,LUH,1932,916,1016
2018,11,MAA,1352706,687119,665587
2018,11,MYQ,3303,1683,1620
2018,11,NAG,242961,120404,122557
2018,11,NDC,9720,4837,4883
2018,11,PAT,356057,174652,181405
2018,11,PBD,4596,2284,2312
2018,11,PGH,1156,556,600
2018,11,PNQ,728704,364735,363969
2018,11,PNY,5460,2769,2691
2018,11,PYG,3657,1748,1909
2018,11,RAJ,26880,13422,13458
2018,11,RJA,34399,17515,16884
2018,11,RPR,164333,85061,79272
2018,11,SAG,23716,11862,11854
2018,11,SHL,974,436,538
2018,11,SLV,541,152,389
2018,11,STV,133081,66418,66663
2018,11,SXR,207381,109554,97827
2018,11,SXV,3134,1554,1580
2018,11,TCR,14753,7158,7595
2018,11,TEZ,266,266,0
2018,11,TIR,66874,34136,32738
2018,11,TRV,158466,77223,81243
2018,11,TRZ,24837,12259,12578
2018,11,UDR,131167,64895,66272
2018,11,VDY,6407,3235,3172
2018,11,VGA,91615,40992,50623
2018,11,VNS,242026,118836,123190
2018,11,VTZ,213903,110522,103381
2018,12,AGR,2558,876,1682
2018,12,AGX,2738,2634,104
2018,12,AIP,4598,2308,2290
2018,12,AJL,20429,9518,10911
2018,12,AMD,884850,441174,443676
2018,12,ATQ,177002,88454,88548
2018,12,BBI,383857,188006,195851
2018,12,BDQ,117022,57511,59511
2018,12,BHJ,19065,9185,9880
2018,12,BHO,70542,32786,37756
2018,12,BHU,3236,1598,1638
2018,12,BKB,4667,2160,2507
2018,12,BLR,2634969,1330931,1304038
2018,12,BOM,3113923,1553160,1560763
2018,12,BUP,3261,1663,1598
2018,12,CCJ,56000,26122,29878
2018,12,CCU,1712918,849276,863642
2018,12,CDP,10042,4937,5105
2018,12,CJB,258821,125663,133158
2018,12,COK,572314,272959,299355
2018,12,DED,107076,55747,51329
2018,12,DEL,4435468,2278615,2156853
2018,12,DGH,3890,1846,2044
2018,12,DHM,9915,4590,5325
2018,12,DIB,32103,15798,16305
2018,12,DIU,1996,952,1044
2018,12,DMU,16445,7870,8575
2018,12,GAU,608281,293213,315068
2018,12,GAY,7690,3991,3699
2018,12,GOI,730627,358570,372057
2018,12,GOP,24375,12194,12181
2018,12,GWL,1616,0,1616
2018,12,HBX,50671,25107,25564
2018,12,HJR,5671,3129,2542
2018,12,HYD,1732040,859298,872742
2018,12,IDR,315878,157958,157920
2018,12,IMF,122355,57647,64708
2018,12,ISK,3533,1684,1849
2018,12,IXA,107858,54562,53296
2018,12,IXB,268599,135733,132866
2018,12,IXC,169855,83856,85999
2018,12,IXD,17838,9086,8752
2018,12,IXE,121969,59829,62140
2018,12,IXG,5243,2556,2687
2018,12,IXI,498,498,0
2018,12,IXJ,130010,59646,70364
2018,12,IXL,42195,25807,16388
2018,12,IXM,96524,46672,49852
2018,12,IXP,961,492,469
2018,12,IXR,221136,107122,114014
2018,12,IXS,36026,17428,18598
2018,12,IXU,33623,17145,16478
2018,12,IXY,4769,2387,2382
2018,12,IXZ,176585,86310,90275
2018,12,JAI,443210,223354,219856
2018,12,JDH,56674,28258,28416
2018,12,JGA,7378,3599,3779
2018,12,JLR,21191,10620,10571
2018,12,JRH,20657,9956,10701
2018,12,JSA,25967,12931,13036
2018,12,KLH,2743,1333,1410
2018,12,KNU,26042,13118,12924
2018,12,KQH,4230,2178,2052
2018,12,KUU,1559,590,969
2018,12,LKO,424098,217045,207053
2018,12,LUH,1536,799,737
2018,12,MAA,1493320,750211,743109
2018,12,MAQ,16320,7580,8740
2018,12,MYQ,3653,1895,1758
2018,12,NAG,273787,133814,139973
2018,12,NDC,11530,5760,5770
2018,12,PAT,316587,158148,158439
2018,12,PBD,5451,2743,2708
2018,12,PGH,777,371,406
2018,12,PNQ,757845,375363,382482
2018,12,PNY,7453,3673,3780
2018,12,PYG,4689,2210,2479
2018,12,RAJ,28603,14003,14600
2018,12,RJA,34933,17056,17877
2018,12,RPR,196032,100227,95805
2018,12,SAG,25201,12552,12649
2018,12,SHL,1047,475,572
2018,12,SLV,1023,309,714
2018,12,STV,149104,72292,76812
2018,12,SXR,227927,120349,107578
2018,12,SXV,3564,1764,1800
2018,12,TCR,17500,8198,9302
2018,12,TEZ,377,377,0
2018,12,TIR,71219,36692,34527
2018,12,TRV,167183,81225,85958
2018,12,TRZ,26624,12882,13742
2018,12,UDR,149742,74965,74777
2018,12,VDY,6635,3230,3405
2018,12,VGA,102263,44255,58008
2018,12,VNS,210550,106814,103736
2018,12,VTZ,257265,128337,128928
2019,1,AGR,2721,986,1735
2019,1,AGX,3427,1678,1749
2019,1,AIP,4639,2332,2307
2019,1,AJL,19686,10308,9378
2019,1,AMD,914742,461897,452845
2019,1,ATQ,168601,82401,86200
2019,1,BBI,377854,190507,187347
2019,1,BDQ,121495,61900,59595
2019,1,BHJ,18718,9561,9157
2019,1,BHO,82919,42705,40214
2019,1,BHU,3088,1504,1584
2019,1,BKB,5192,2501,2691
2019,1,BLR,2603376,1300733,1302643
2019,1,BOM,3056308,1542658,1513650
2019,1,BUP,3351,1742,1609
2019,1,CCJ,46540,24462,22078
2019,1,CCU,1741430,849732,891698
2019,1,CDP,9479,4825,4654
2019,1,CJB,253061,130067,122994
2019,1,COK,569019,294214,274805
2019,1,DED,99170,49139,50031
2019,1,DEL,4278152,2104891,2173261
2019,1,DGH,3971,1975,1996
2019,1,DHM,8268,3916,4352
2019,1,DIB,32951,16512,16439
2019,1,DIU,1536,695,841
2019,1,DMU,16102,8511,7591
2019,1,GAU,585965,289831,296134
2019,1,GAY,6333,3429,2904
2019,1,GOI,731312,372314,358998
2019,1,GOP,27895,13402,14493
2019,1,GWL,2113,1090,1023
2019,1,HBX,46574,24395,22179
2019,1,HJR,6553,3560,2993
2019,1,HYD,1720049,866308,853741
2019,1,IDR,307338,155877,151461
2019,1,IMF,116031,63822,52209
2019,1,ISK,3462,1685,1777
2019,1,IXA,106355,52688,53667
2019,1,IXB,269221,137455,131766
2019,1,IXC,160551,78079,82472
2019,1,IXD,31173,15339,15834
2019,1,IXE,116740,59287,57453
2019,1,IXG,5071,2569,2502
2019,1,IXI,1274,749,525
2019,1,IXJ,118819,56260,62559
2019,1,IXL,42280,22190,20090
2019,1,IXM,95037,48099,46938
2019,1,IXP,1050,541,509
2019,1,IXR,217705,111215,106490
2019,1,IXS,36857,17757,19100
2019,1,IXT,99,6,93
2019,1,IXU,32764,17221,15543
2019,1,IXY,4474,2247,2227
2019,1,IXZ,172073,88635,83438
2019,1,JAI,461230,228882,232348
2019,1,JDH,55137,27673,27464
2019,1,JGA,7240,3497,3743
2019,1,JLR,24608,12293,12315
2019,1,JRH,19535,10096,9439
2019,1,JSA,29021,14654,14367
2019,1,KLH,4623,2299,2324
2019,1,KNU,25154,12428,12726
2019,1,KQH,3855,1990,1865
2019,1,KUU,1379,452,927
2019,1,LKO,411205,199692,211513
2019,1,LUH,1288,642,646
2019,1,MAA,1463957,720756,743201
2019,1,MAQ,31811,16269,15542
2019,1,MYQ,3578,1839,1739
2019,1,NAG,270144,136686,133458
2019,1,NDC,12475,6460,6015
2019,1,NNS,307,157,150
2019,1,PAT,296492,145169,151323
2019,1,PBD,6358,3144,3214
2019,1,PGH,1640,830,810
2019,1,PNQ,763024,385191,377833
2019,1,PNY,7795,3879,3916
2019,1,PYG,6531,3119,3412
2019,1,RAJ,28867,14255,14612
2019,1,RJA,24612,12670,11942
2019,1,RPR,193117,97835,95282
2019,1,SAG,40838,20490,20348
2019,1,SHL,887,481,406
2019,1,SLV,419,128,291
2019,1,STV,141044,70966,70078
2019,1,SXR,195783,102591,93192
2019,1,SXV,3539,1795,1744
2019,1,TCR,17992,9106,8886
2019,1,TEZ,280,161,119
2019,1,TIR,69463,34495,34968
2019,1,TRV,162165,83501,78664
2019,1,TRZ,27096,13169,13927
2019,1,UDR,148297,75405,72892
2019,1,VDY,6473,3188,3285
2019,1,VGA,96982,50712,46270
2019,1,VNS,219851,108049,111802
2019,1,VTZ,241094,123579,117515
2019,2,AGR,2677,1040,1637
2019,2,AGX,2542,2542,0
2019,2,AIP,4169,2072,2097
2019,2,AJL,10068,5085,4983
2019,2,AMD,849283,437786,411497
2019,2,ATQ,154171,75862,78309
2019,2,BBI,317345,158729,158616
2019,2,BDQ,109699,57294,52405
2019,2,BHJ,13724,6719,7005
2019,2,BHO,77719,36986,40733
2019,2,BHU,2958,1524,1434
2019,2,BKB,5191,2546,2645
2019,2,BLR,2236398,1124733,1111665
2019,2,BOM,2609025,1308020,1301005
2019,2,BUP,1626,755,871
2019,2,CCJ,36625,18396,18229
2019,2,CCU,1593121,787793,805328
2019,2,CDP,7936,4037,3899
2019,2,CJB,229630,115117,114513
2019,2,COK,480558,242558,238000
2019,2,DED,103620,50047,53573
2019,2,DEL,4052608,2016358,2036250
2019,2,DGH,4526,2230,2296
2019,2,DHM,7121,3337,3784
2019,2,DIB,31310,15621,15689
2019,2,DIU,1166,568,598
2019,2,DMU,13038,6738,6300
2019,2,GAU,485291,233946,251345
2019,2,GAY,6006,3183,2823
2019,2,GOI,658575,333472,325103
2019,2,GOP,30701,14756,15945
2019,2,GWL,1529,0,1529
2019,2,HBX,44714,22871,21843
2019,2,HJR,6056,3359,2697
2019,2,HYD,1641395,822522,818873
2019,2,IDR,276653,139439,137214
2019,2,IMF,93805,49463,44342
2019,2,ISK,8869,2393,6476
2019,2,IXA,95768,49462,46306
2019,2,IXB,243004,119587,123417
2019,2,IXC,150002,73999,76003
2019,2,IXD,36032,17747,18285
2019,2,IXE,92765,46651,46114
2019,2,IXG,3957,2042,1915
2019,2,IXI,1718,1077,641
2019,2,IXJ,113259,56146,57113
2019,2,IXL,38497,17342,21155
2019,2,IXM,79359,39574,39785
2019,2,IXP,752,402,350
2019,2,IXR,191392,94850,96542
2019,2,IXS,28482,14179,14303
2019,2,IXU,26495,13617,12878
2019,2,IXY,2647,1321,1326
2019,2,IXZ,144767,72649,72118
2019,2,JAI,407014,204580,202434
2019,2,JDH,50643,25591,25052
2019,2,JGA,4377,2178,2199
2019,2,JLR,24983,12673,12310
2019,2,JRH,11704,5969,5735
2019,2,JSA,24649,12627,12022
2019,2,KLH,3997,1965,2032
2019,2,KNU,20653,10253,10400
2019,2,KQH,4015,2054,1961
2019,2,KUU,1303,377,926
2019,2,LKO,415558,204103,211455
2019,2,LUH,1254,615,639
2019,2,MAA,1364162,687604,676558
2019,2,MAQ,41951,21358,20593
2019,2,MYQ,3188,1654,1534
2019,2,NAG,229096,115043,114053
2019,2,NDC,10866,5522,5344
2019,2,NNS,225,111,114
2019,2,PAT,316367,153724,162643
2019,2,PBD,4225,2105,2120
2019,2,PGH,1221,622,599
2019,2,PNQ,706481,351896,354585
2019,2,PNY,5827,2880,2947
2019,2,PYG,2424,1119,1305
2019,2,RAJ,24077,12001,12076
2019,2,RJA,24276,12129,12147
2019,2,RPR,155433,81443,73990
2019,2,SAG,38923,19399,19524
2019,2,SHL,427,209,218
2019,2,SLV,637,180,457
2019,2,STV,131560,65487,66073
2019,2,SXR,209486,101728,107758
2019,2,SXV,3025,1503,1522
2019,2,TCR,16521,8341,8180
2019,2,TEZ,517,517,0
2019,2,TIR,67805,33753,34052
2019,2,TRV,141698,71905,69793
2019,2,TRZ,24430,12142,12288
2019,2,UDR,129917,66205,63712
2019,2,VDY,5865,2932,2933
2019,2,VGA,92989,42004,50985
2019,2,VNS,242848,121304,121544
2019,2,VTZ,216137,111202,104935
2019,3,AGR,2419,987,1432
2019,3,AGX,2479,1162,1317
2019,3,AIP,4636,2333,2303
2019,3,AJL,7529,3719,3810
2019,3,AMD,833809,424509,409300
2019,3,ATQ,153426,77884,75542
2019,3,BBI,348080,172019,176061
2019,3,BDQ,92289,48242,44047
2019,3,BHJ,6133,3095,3038
2019,3,BHO,80744,41138,39606
2019,3,BHU,2926,1525,1401
2019,3,BKB,4943,2365,2578
2019,3,BLR,2445719,1236406,1209313
2019,3,BOM,2505957,1248008,1257949
2019,3,BUP,2501,1355,1146
2019,3,CCJ,35667,18249,17418
2019,3,CCU,1685229,822277,862952
2019,3,CDP,8713,4563,4150
2019,3,CJB,219077,111604,107473
2019,3,COK,469996,242338,227658
2019,3,DED,117787,59305,58482
2019,3,DEL,4130999,2072904,2058095
2019,3,DGH,6585,3324,3261
2019,3,DHM,10028,4706,5322
2019,3,DIB,31866,15535,16331
2019,3,DIU,1342,674,668
2019,3,DMU,14612,7349,7263
2019,3,GAU,507797,242147,265650
2019,3,GAY,6691,3658,3033
2019,3,GOI,674177,343156,331021
2019,3,GOP,33341,16154,17187
2019,3,GWL,2058,1098,960
2019,3,HBX,44042,22809,21233
2019,3,HJR,2589,1524,1065
2019,3,HYD,1714517,855998,858519
2019,3,IDR,272828,137617,135211
2019,3,IMF,108693,54521,54172
2019,3,ISK,9024,4390,4634
2019,3,IXA,105572,54299,51273
2019,3,IXB,268172,132868,135304
2019,3,IXC,166837,82806,84031
2019,3,IXD,26493,13539,12954
2019,3,IXE,91774,46348,45426
2019,3,IXG,5789,2966,2823
2019,3,IXI,1622,752,870
2019,3,IXJ,124266,63115,61151
2019,3,IXL,39201,14724,24477
2019,3,IXM,84838,41367,43471
2019,3,IXP,995,512,483
2019,3,IXR,201243,101488,99755
2019,3,IXS,28951,14236,14715
2019,3,IXU,22957,11622,11335
2019,3,IXY,2940,1460,1480
2019,3,IXZ,148321,75310,73011
2019,3,JAI,410944,203939,207005
2019,3,JDH,46639,23545,23094
2019,3,JGA,4436,2231,2205
2019,3,JLR,27857,14040,13817
2019,3,JRG,497,290,207
2019,3,JRH,9691,4894,4797
2019,3,JSA,17740,8826,8914
2019,3,KLH,4093,1822,2271
2019,3,KNU,19006,9489,9517
2019,3,KQH,4277,2163,2114
2019,3,KUU,2120,683,1437
2019,3,LKO,411341,205537,205804
2019,3,LUH,1483,724,759
2019,3,MAA,1347831,676792,671039
2019,3,MAQ,48151,24605,23546
2019,3,MYQ,3336,1690,1646
2019,3,NAG,216092,106642,109450
2019,3,NDC,11407,5615,5792
2019,3,PAT,332626,161028,171598
2019,3,PBD,4717,2364,2353
2019,3,PGH,2297,1121,1176
2019,3,PNQ,686038,342857,343181
2019,3,PNY,7517,3781,3736
2019,3,PYG,1318,562,756
2019,3,RAJ,21296,10721,10575
2019,3,RJA,27424,13852,13572
2019,3,RPR,162492,82170,80322
2019,3,SAG,50864,25351,25513
2019,3,SHL,382,163,219
2019,3,SLV,404,118,286
2019,3,STV,131482,64463,67019
2019,3,SXR,224879,104387,120492
2019,3,SXV,3333,1660,1673
2019,3,TCR,17266,8535,8731
2019,3,TEZ,348,177,171
2019,3,TIR,80452,39689,40763
2019,3,TRV,135444,69023,66421
2019,3,TRZ,25194,12420,12774
2019,3,UDR,112636,58191,54445
2019,3,VDY,5866,2963,2903
2019,3,VGA,99781,50961,48820
2019,3,VNS,254491,129591,124900
2019,3,VTZ,218925,110082,108843
2019,4,AGR,1832,664,1168
2019,4,AGX,2536,1173,1363
2019,4,AIP,4525,2268,2257
2019,4,AJL,9393,4574,4819
2019,4,AMD,755096,382079,373017
2019,4,ATQ,132893,66513,66380
2019,4,BBI,310467,150331,160136
2019,4,BDQ,75369,39264,36105
2019,4,BHJ,2210,1088,1122
2019,4,BHO,94072,46510,47562
2019,4,BHU,3029,1487,1542
2019,4,BKB,5200,2474,2726
2019,4,BLR,2308270,1189773,1118497
2019,4,BOM,2419376,1242202,1177174
2019,4,BUP,3281,1672,1609
2019,4,CCJ,47435,24112,23323
2019,4,CCU,1570448,749653,820795
2019,4,CDP,9272,4895,4377
2019,4,CJB,199428,100254,99174
2019,4,COK,476011,238723,237288
2019,4,DED,102619,50142,52477
2019,4,DEL,3900786,1923102,1977684
2019,4,DGH,5679,2402,3277
2019,4,DHM,16606,7829,8777
2019,4,DIB,37024,17948,19076
2019,4,DIU,1543,738,805
2019,4,DMU,14478,6944,7534
2019,4,GAU,489322,231777,257545
2019,4,GAY,5749,2985,2764
2019,4,GOI,626786,317534,309252
2019,4,GOP,41951,19369,22582
2019,4,GWL,2098,1050,1048
2019,4,HBX,49875,25678,24197
2019,4,HJR,2437,1472,965
2019,4,HYD,1611872,825815,786057
2019,4,IDR,230812,114418,116394
2019,4,IMF,105245,53963,51282
2019,4,ISK,8534,4232,4302
2019,4,IXA,99638,50928,48710
2019,4,IXB,252482,123913,128569
2019,4,IXC,173577,84357,89220
2019,4,IXD,16284,7427,8857
2019,4,IXE,94037,46257,47780
2019,4,IXG,5376,2740,2636
2019,4,IXI,2435,1282,1153
2019,4,IXJ,118151,58141,60010
2019,4,IXL,54486,22791,31695
2019,4,IXM,81633,40089,41544
2019,4,IXP,1168,579,589
2019,4,IXR,183204,90589,92615
2019,4,IXS,26314,13077,13237
2019,4,IXT,53,3,50
2019,4,IXU,15800,8053,7747
2019,4,IXY,4541,2206,2335
2019,4,IXZ,143589,75272,68317
2019,4,JAI,343050,167597,175453
2019,4,JDH,21072,10165,10907
2019,4,JGA,6586,3098,3488
2019,4,JLR,30295,14793,15502
2019,4,JRG,11830,6076,5754
2019,4,JRH,10001,4805,5196
2019,4,JSA,6776,3344,3432
2019,4,KLH,4556,2056,2500
2019,4,KNU,15161,7198,7963
2019,4,KQH,8429,4110,4319
2019,4,KUU,2386,651,1735
2019,4,LKO,389495,183148,206347
2019,4,LUH,1585,696,889
2019,4,MAA,1305377,669676,635701
2019,4,MAQ,82243,40307,41936
2019,4,MYQ,3238,1585,1653
2019,4,NAG,211604,105561,106043
2019,4,NDC,11262,5743,5519
2019,4,PAT,320785,153809,166976
2019,4,PBD,6119,2974,3145
2019,4,PGH,1638,867,771
2019,4,PNQ,686420,351803,334617
2019,4,PNY,6617,3351,3266
2019,4,PYG,2707,1292,1415
2019,4,RAJ,12793,6481,6312
2019,4,RJA,26033,13149,12884
2019,4,RPR,165411,83204,82207
2019,4,SAG,47574,24094,23480
2019,4,SHL,506,178,328
2019,4,SLV,298,91,207
2019,4,STV,131963,66293,65670
2019,4,SXR,254015,125929,128086
2019,4,SXV,3267,1638,1629
2019,4,TCR,19402,9568,9834
2019,4,TEZ,189,118,71
2019,4,TIR,73733,36795,36938
2019,4,TRV,136653,65884,70769
2019,4,TRZ,23632,11880,11752
2019,4,UDR,87593,42095,45498
2019,4,VDY,5792,2954,2838
2019,4,VGA,95408,48760,46648
2019,4,VNS,199152,95983,103169
2019,4,VTZ,205363,102558,102805
2019,5,AGR,1533,550,983
2019,5,AGX,2294,921,1373
2019,5,AIP,3744,1968,1776
2019,5,AJL,10859,5306,5553
2019,5,AMD,838494,430853,407641
2019,5,ATQ,131713,67865,63848
2019,5,BBI,335581,170979,164602
2019,5,BDQ,89059,47093,41966
2019,5,BHJ,2132,1070,1062
2019,5,BHO,119406,61324,58082
2019,5,BHU,3080,1528,1552
2019,5,BKB,5018,2528,2490
2019,5,BLR,2479216,1199803,1279413
2019,5,BOM,2928191,1486724,1441467
2019,5,BUP,3110,1667,1443
2019,5,CCJ,49040,23061,25979
2019,5,CCU,1606212,798208,808004
2019,5,CDP,10110,5284,4826
2019,5,CJB,235499,115844,119655
2019,5,COK,520571,250863,269708
2019,5,DED,109001,54922,54079
2019,5,DEL,4299082,2193966,2105116
2019,5,DGH,7268,3552,3716
2019,5,DHM,16847,7464,9383
2019,5,DIB,36747,17607,19140
2019,5,DIU,1581,754,827
2019,5,DMU,15065,7120,7945
2019,5,GAU,517096,251941,265155
2019,5,GAY,4335,1958,2377
2019,5,GOI,671551,334152,337399
2019,5,GOP,67255,33154,34101
2019,5,GWL,7860,4473,3387
2019,5,HBX,54970,27781,27189
2019,5,HJR,1429,979,450
2019,5,HYD,1725014,847131,877883
2019,5,IDR,250928,127909,123019
2019,5,IMF,114422,56121,58301
2019,5,ISK,8219,4023,4196
2019,5,IXA,112718,58642,54076
2019,5,IXB,311360,154000,157360
2019,5,IXC,178157,89356,88801
2019,5,IXD,24740,12661,12079
2019,5,IXE,111072,56112,54960
2019,5,IXG,12440,6493,5947
2019,5,IXI,2411,1214,1197
2019,5,IXJ,131006,63781,67225
2019,5,IXL,82676,40379,42297
2019,5,IXM,91789,43933,47856
2019,5,IXP,1081,529,552
2019,5,IXR,216915,108603,108312
2019,5,IXS,25686,12424,13262
2019,5,IXT,33,2,31
2019,5,IXU,16736,8421,8315
2019,5,IXY,6014,2991,3023
2019,5,IXZ,155828,81673,74155
2019,5,JAI,364552,189226,175326
2019,5,JDH,18876,9452,9424
2019,5,JGA,7181,3491,3690
2019,5,JLR,31967,16228,15739
2019,5,JRG,13610,6915,6695
2019,5,JRH,10098,4988,5110
2019,5,JSA,7005,3736,3269
2019,5,KLH,9581,4700,4881
2019,5,KNU,15552,7711,7841
2019,5,KQH,11348,5807,5541
2019,5,KUU,2955,838,2117
2019,5,LKO,420454,207533,212921
2019,5,LUH,1448,615,833
2019,5,MAA,1421871,705333,716538
2019,5,MAQ,87271,42301,44970
2019,5,MYQ,3694,1781,1913
2019,5,NAG,277000,141511,135489
2019,5,NDC,11128,5658,5470
2019,5,PAT,382795,183692,199103
2019,5,PBD,6609,3217,3392
2019,5,PGH,2254,1131,1123
2019,5,PNQ,752360,377400,374960
2019,5,PNY,6903,3431,3472
2019,5,PYG,1484,701,783
2019,5,RAJ,13958,7060,6898
2019,5,RJA,29914,15277,14637
2019,5,RPR,191998,98393,93605
2019,5,SAG,52125,26183,25942
2019,5,SHL,1627,518,1109
2019,5,SLV,957,323,634
2019,5,STV,149579,76257,73322
2019,5,SXR,274937,135124,139813
2019,5,SXV,3586,1771,1815
2019,5,TCR,20410,10036,10374
2019,5,TEZ,387,199,188
2019,5,TIR,80093,39649,40444
2019,5,TRV,145073,68532,76541
2019,5,TRZ,24635,12261,12374
2019,5,UDR,94720,49706,45014
2019,5,VDY,6021,2972,3049
2019,5,VGA,112513,57203,55310
2019,5,VNS,224656,110899,113757
2019,5,VTZ,244119,122330,121789
2019,6,AGR,924,442,482
2019,6,AGX,1901,745,1156
2019,6,AIP,4447,2275,2172
2019,6,AJL,10349,5181,5168
2019,6,AMD,801581,392400,409181
2019,6,ATQ,138336,72417,65919
2019,6,BBI,328685,161382,167303
2019,6,BDQ,84927,40995,43932
2019,6,BHJ,1851,892,959
2019,6,BHO,125247,62831,62416
2019,6,BHU,2609,1309,1300
2019,6,BKB,1606,766,840
2019,6,BLR,2333526,1158001,1175525
2019,6,BOM,2960246,1454133,1506113
2019,6,BUP,3941,2085,1856
2019,6,CCJ,46830,24021,22809
2019,6,CCU,1607007,797170,809837
2019,6,CDP,9399,4926,4473
2019,6,CJB,215852,108986,106866
2019,6,COK,487662,249310,238352
2019,6,DED,119122,61355,57767
2019,6,DEL,4411651,2256480,2155171
2019,6,DGH,7553,3926,3627
2019,6,DHM,16613,7389,9224
2019,6,DIB,38699,19500,19199
2019,6,DIU,1264,600,664
2019,6,DMU,15094,7892,7202
2019,6,GAU,523994,265406,258588
2019,6,GAY,4093,1935,2158
2019,6,GOI,636152,320843,315309
2019,6,GOP,70174,37161,33013
2019,6,GWL,11730,6399,5331
2019,6,HBX,46388,24263,22125
2019,6,HJR,337,207,130
2019,6,HYD,1610199,788773,821426
2019,6,IDR,232639,114238,118401
2019,6,IMF,111492,59271,52221
2019,6,ISK,7330,3644,3686
2019,6,IXA,115386,57920,57466
2019,6,IXB,304773,155348,149425
2019,6,IXC,171901,87732,84169
2019,6,IXD,33419,17552,15867
2019,6,IXE,103478,52252,51226
2019,6,IXG,14748,7680,7068
2019,6,IXI,2453,1250,1203
2019,6,IXJ,134569,65030,69539
2019,6,IXL,88675,45562,43113
2019,6,IXM,91984,46583,45401
2019,6,IXP,1457,723,734
2019,6,IXR,228774,115567,113207
2019,6,IXS,29373,15131,14242
2019,6,IXT,17,6,11
2019,6,IXU,15636,7769,7867
2019,6,IXY,6261,3206,3055
2019,6,IXZ,125817,61356,64461
2019,6,JAI,379836,188555,191281
2019,6,JDH,17507,8501,9006
2019,6,JGA,5054,2436,2618
2019,6,JLR,32420,16453,15967
2019,6,JRG,20262,10232,10030
2019,6,JRH,10108,5224,4884
2019,6,JSA,6260,3084,3176
2019,6,KLH,12152,5983,6169
2019,6,KNU,23075,12083,10992
2019,6,KQH,10803,5344,5459
2019,6,KUU,2766,824,1942
2019,6,LKO,413332,211716,201616
2019,6,LUH,1600,661,939
2019,6,MAA,1406386,692750,713636
2019,6,MAQ,73560,37317,36243
2019,6,MYQ,4909,2481,2428
2019,6,NAG,273585,135813,137772
2019,6,NDC,12935,6254,6681
2019,6,PAT,426102,215498,210604
2019,6,PBD,5894,2705,3189
2019,6,PGH,4549,2275,2274
2019,6,PNQ,699252,342283,356969
2019,6,PNY,6484,3205,3279
2019,6,RAJ,12574,5983,6591
